,tra_meas,partner,geo,2023 ,nom_anglais
3457,PAS_BRD_ARR ,FI ,ES,,Spain
3458,PAS_BRD_ARR ,FI ,FR,,France
3459,PAS_BRD_ARR ,FI ,HR,,Croatia
3460,PAS_BRD_ARR ,FI ,HU,,Hungary
3461,PAS_BRD_ARR ,FI ,IE,,Ireland
3462,PAS_BRD_ARR ,FI ,IT,,Italy
3463,PAS_BRD_ARR ,FI ,LT,,Lithuania
3464,PAS_BRD_ARR ,FI ,LU,,Luxembourg
3465,PAS_BRD_ARR ,FI ,LV,,Latvia
3466,PAS_BRD_ARR ,FI ,MT,,Malta
3467,PAS_BRD_ARR ,FI ,NL,,Netherlands
3468,PAS_BRD_ARR ,FI ,PL,,Poland
3469,PAS_BRD_ARR ,FI ,PT,,Portugal
3470,PAS_BRD_ARR ,FI ,RO,,Romania
3471,PAS_BRD_ARR ,FI ,SE,,Sweden
3472,PAS_BRD_ARR ,FI ,SI,,Slovenia
3473,PAS_BRD_ARR ,FI ,SK,,Slovakia
3474,PAS_BRD_ARR ,FR ,AT,,Austria
3475,PAS_BRD_ARR ,FR ,BE,,Belgium
3476,PAS_BRD_ARR ,FR ,BG,,Bulgaria
3477,PAS_BRD_ARR ,FR ,CY,,Cyprus
3478,PAS_BRD_ARR ,FR ,CZ,,Czech Republic
3479,PAS_BRD_ARR ,FR ,DE,,Germany
3480,PAS_BRD_ARR ,FR ,DK,,Denmark
3481,PAS_BRD_ARR ,FR ,EE,,Estonia
3482,PAS_BRD_ARR ,FR ,ES,,Spain
3483,PAS_BRD_ARR ,FR ,FI,,Finland
3484,PAS_BRD_ARR ,FR ,HR,,Croatia
3485,PAS_BRD_ARR ,FR ,HU,,Hungary
3486,PAS_BRD_ARR ,FR ,IE,,Ireland
3487,PAS_BRD_ARR ,FR ,IT,,Italy
3488,PAS_BRD_ARR ,FR ,LT,,Lithuania
3489,PAS_BRD_ARR ,FR ,LU,,Luxembourg
3490,PAS_BRD_ARR ,FR ,LV,,Latvia
3491,PAS_BRD_ARR ,FR ,MT,,Malta
3492,PAS_BRD_ARR ,FR ,NL,,Netherlands
3493,PAS_BRD_ARR ,FR ,PL,,Poland
3494,PAS_BRD_ARR ,FR ,PT,,Portugal
3495,PAS_BRD_ARR ,FR ,RO,,Romania
3496,PAS_BRD_ARR ,FR ,SE,,Sweden
3497,PAS_BRD_ARR ,FR ,SI,,Slovenia
3498,PAS_BRD_ARR ,FR ,SK,,Slovakia
3499,PAS_BRD_ARR ,HR ,AT,,Austria
3500,PAS_BRD_ARR ,HR ,BE,,Belgium
3501,PAS_BRD_ARR ,HR ,BG,,Bulgaria
3502,PAS_BRD_ARR ,HR ,CY,,Cyprus
3503,PAS_BRD_ARR ,HR ,CZ,,Czech Republic
3504,PAS_BRD_ARR ,HR ,DE,,Germany
3505,PAS_BRD_ARR ,HR ,DK,,Denmark
3506,PAS_BRD_ARR ,HR ,EE,,Estonia
3507,PAS_BRD_ARR ,HR ,ES,,Spain
3508,PAS_BRD_ARR ,HR ,FI,,Finland
3509,PAS_BRD_ARR ,HR ,FR,,France
3510,PAS_BRD_ARR ,HR ,HU,,Hungary
3511,PAS_BRD_ARR ,HR ,IE,,Ireland
3512,PAS_BRD_ARR ,HR ,IT,,Italy
3513,PAS_BRD_ARR ,HR ,LT,,Lithuania
3514,PAS_BRD_ARR ,HR ,LU,,Luxembourg
3515,PAS_BRD_ARR ,HR ,LV,,Latvia
3516,PAS_BRD_ARR ,HR ,MT,,Malta
3517,PAS_BRD_ARR ,HR ,NL,,Netherlands
3518,PAS_BRD_ARR ,HR ,PL,,Poland
3519,PAS_BRD_ARR ,HR ,PT,,Portugal
3520,PAS_BRD_ARR ,HR ,RO,,Romania
3521,PAS_BRD_ARR ,HR ,SE,,Sweden
3522,PAS_BRD_ARR ,HR ,SI,,Slovenia
3523,PAS_BRD_ARR ,HR ,SK,,Slovakia
3524,PAS_BRD_ARR ,HU ,AT,,Austria
3525,PAS_BRD_ARR ,HU ,BE,,Belgium
3526,PAS_BRD_ARR ,HU ,BG,,Bulgaria
3527,PAS_BRD_ARR ,HU ,CY,,Cyprus
3528,PAS_BRD_ARR ,HU ,CZ,,Czech Republic
3529,PAS_BRD_ARR ,HU ,DE,,Germany
3530,PAS_BRD_ARR ,HU ,DK,,Denmark
3531,PAS_BRD_ARR ,HU ,EE,,Estonia
3532,PAS_BRD_ARR ,HU ,ES,,Spain
3533,PAS_BRD_ARR ,HU ,FI,,Finland
3534,PAS_BRD_ARR ,HU ,FR,,France
3535,PAS_BRD_ARR ,HU ,HR,,Croatia
3536,PAS_BRD_ARR ,HU ,IE,,Ireland
3537,PAS_BRD_ARR ,HU ,IT,,Italy
3538,PAS_BRD_ARR ,HU ,LT,,Lithuania
3539,PAS_BRD_ARR ,HU ,LU,,Luxembourg
3540,PAS_BRD_ARR ,HU ,LV,,Latvia
3541,PAS_BRD_ARR ,HU ,MT,,Malta
3542,PAS_BRD_ARR ,HU ,NL,,Netherlands
3543,PAS_BRD_ARR ,HU ,PL,,Poland
3544,PAS_BRD_ARR ,HU ,PT,,Portugal
3545,PAS_BRD_ARR ,HU ,RO,,Romania
3546,PAS_BRD_ARR ,HU ,SE,,Sweden
3547,PAS_BRD_ARR ,HU ,SI,,Slovenia
3548,PAS_BRD_ARR ,HU ,SK,,Slovakia
3549,PAS_BRD_ARR ,IE ,AT,,Austria
3550,PAS_BRD_ARR ,IE ,BE,,Belgium
3551,PAS_BRD_ARR ,IE ,BG,,Bulgaria
3552,PAS_BRD_ARR ,IE ,CY,,Cyprus
3553,PAS_BRD_ARR ,IE ,CZ,,Czech Republic
3554,PAS_BRD_ARR ,IE ,DE,,Germany
3555,PAS_BRD_ARR ,IE ,DK,,Denmark
3556,PAS_BRD_ARR ,IE ,EE,,Estonia
3557,PAS_BRD_ARR ,IE ,ES,,Spain
3558,PAS_BRD_ARR ,IE ,FI,,Finland
3559,PAS_BRD_ARR ,IE ,FR,,France
3560,PAS_BRD_ARR ,IE ,HR,,Croatia
3561,PAS_BRD_ARR ,IE ,HU,,Hungary
3562,PAS_BRD_ARR ,IE ,IT,,Italy
3563,PAS_BRD_ARR ,IE ,LT,,Lithuania
3564,PAS_BRD_ARR ,IE ,LU,,Luxembourg
3565,PAS_BRD_ARR ,IE ,LV,,Latvia
3566,PAS_BRD_ARR ,IE ,MT,,Malta
3567,PAS_BRD_ARR ,IE ,NL,,Netherlands
3568,PAS_BRD_ARR ,IE ,PL,,Poland
3569,PAS_BRD_ARR ,IE ,PT,,Portugal
3570,PAS_BRD_ARR ,IE ,RO,,Romania
3571,PAS_BRD_ARR ,IE ,SE,,Sweden
3572,PAS_BRD_ARR ,IE ,SI,,Slovenia
3573,PAS_BRD_ARR ,IE ,SK,,Slovakia
3574,PAS_BRD_ARR ,IT ,AT,,Austria
3575,PAS_BRD_ARR ,IT ,BE,,Belgium
3576,PAS_BRD_ARR ,IT ,BG,,Bulgaria
3577,PAS_BRD_ARR ,IT ,CY,,Cyprus
3578,PAS_BRD_ARR ,IT ,CZ,,Czech Republic
3579,PAS_BRD_ARR ,IT ,DE,,Germany
3580,PAS_BRD_ARR ,IT ,DK,,Denmark
3581,PAS_BRD_ARR ,IT ,EE,,Estonia
3582,PAS_BRD_ARR ,IT ,ES,,Spain
3583,PAS_BRD_ARR ,IT ,FI,,Finland
3584,PAS_BRD_ARR ,IT ,FR,,France
3585,PAS_BRD_ARR ,IT ,HR,,Croatia
3586,PAS_BRD_ARR ,IT ,HU,,Hungary
3587,PAS_BRD_ARR ,IT ,IE,,Ireland
3588,PAS_BRD_ARR ,IT ,LT,,Lithuania
3589,PAS_BRD_ARR ,IT ,LU,,Luxembourg
3590,PAS_BRD_ARR ,IT ,LV,,Latvia
3591,PAS_BRD_ARR ,IT ,MT,,Malta
3592,PAS_BRD_ARR ,IT ,NL,,Netherlands
3593,PAS_BRD_ARR ,IT ,PL,,Poland
3594,PAS_BRD_ARR ,IT ,PT,,Portugal
3595,PAS_BRD_ARR ,IT ,RO,,Romania
3596,PAS_BRD_ARR ,IT ,SE,,Sweden
3597,PAS_BRD_ARR ,IT ,SI,,Slovenia
3598,PAS_BRD_ARR ,IT ,SK,,Slovakia
3599,PAS_BRD_ARR ,LT ,AT,,Austria
3600,PAS_BRD_ARR ,LT ,BE,,Belgium
3601,PAS_BRD_ARR ,LT ,BG,,Bulgaria
3602,PAS_BRD_ARR ,LT ,CY,,Cyprus
3603,PAS_BRD_ARR ,LT ,CZ,,Czech Republic
3604,PAS_BRD_ARR ,LT ,DE,,Germany
3605,PAS_BRD_ARR ,LT ,DK,,Denmark
3606,PAS_BRD_ARR ,LT ,EE,,Estonia
3607,PAS_BRD_ARR ,LT ,ES,,Spain
3608,PAS_BRD_ARR ,LT ,FI,,Finland
3609,PAS_BRD_ARR ,LT ,FR,,France
3610,PAS_BRD_ARR ,LT ,HR,,Croatia
3611,PAS_BRD_ARR ,LT ,HU,,Hungary
3612,PAS_BRD_ARR ,LT ,IE,,Ireland
3613,PAS_BRD_ARR ,LT ,IT,,Italy
3614,PAS_BRD_ARR ,LT ,LU,,Luxembourg
3615,PAS_BRD_ARR ,LT ,LV,,Latvia
3616,PAS_BRD_ARR ,LT ,MT,,Malta
3617,PAS_BRD_ARR ,LT ,NL,,Netherlands
3618,PAS_BRD_ARR ,LT ,PL,,Poland
3619,PAS_BRD_ARR ,LT ,PT,,Portugal
3620,PAS_BRD_ARR ,LT ,RO,,Romania
3621,PAS_BRD_ARR ,LT ,SE,,Sweden
3622,PAS_BRD_ARR ,LT ,SI,,Slovenia
3623,PAS_BRD_ARR ,LT ,SK,,Slovakia
3624,PAS_BRD_ARR ,LU ,AT,,Austria
3625,PAS_BRD_ARR ,LU ,BE,,Belgium
3626,PAS_BRD_ARR ,LU ,BG,,Bulgaria
3627,PAS_BRD_ARR ,LU ,CY,,Cyprus
3628,PAS_BRD_ARR ,LU ,CZ,,Czech Republic
3629,PAS_BRD_ARR ,LU ,DE,,Germany
3630,PAS_BRD_ARR ,LU ,DK,,Denmark
3631,PAS_BRD_ARR ,LU ,EE,,Estonia
3632,PAS_BRD_ARR ,LU ,ES,,Spain
3633,PAS_BRD_ARR ,LU ,FI,,Finland
3634,PAS_BRD_ARR ,LU ,FR,,France
3635,PAS_BRD_ARR ,LU ,HR,,Croatia
3636,PAS_BRD_ARR ,LU ,HU,,Hungary
3637,PAS_BRD_ARR ,LU ,IE,,Ireland
3638,PAS_BRD_ARR ,LU ,IT,,Italy
3639,PAS_BRD_ARR ,LU ,LT,,Lithuania
3640,PAS_BRD_ARR ,LU ,LV,,Latvia
3641,PAS_BRD_ARR ,LU ,MT,,Malta
3642,PAS_BRD_ARR ,LU ,NL,,Netherlands
3643,PAS_BRD_ARR ,LU ,PL,,Poland
3644,PAS_BRD_ARR ,LU ,PT,,Portugal
3645,PAS_BRD_ARR ,LU ,RO,,Romania
3646,PAS_BRD_ARR ,LU ,SE,,Sweden
3647,PAS_BRD_ARR ,LU ,SI,,Slovenia
3648,PAS_BRD_ARR ,LU ,SK,,Slovakia
3649,PAS_BRD_ARR ,LV ,AT,,Austria
3650,PAS_BRD_ARR ,LV ,BE,,Belgium
3651,PAS_BRD_ARR ,LV ,BG,,Bulgaria
3652,PAS_BRD_ARR ,LV ,CY,,Cyprus
3653,PAS_BRD_ARR ,LV ,CZ,,Czech Republic
3654,PAS_BRD_ARR ,LV ,DE,,Germany
3655,PAS_BRD_ARR ,LV ,DK,,Denmark
3656,PAS_BRD_ARR ,LV ,EE,,Estonia
3657,PAS_BRD_ARR ,LV ,ES,,Spain
3658,PAS_BRD_ARR ,LV ,FI,,Finland
3659,PAS_BRD_ARR ,LV ,FR,,France
3660,PAS_BRD_ARR ,LV ,HR,,Croatia
3661,PAS_BRD_ARR ,LV ,HU,,Hungary
3662,PAS_BRD_ARR ,LV ,IE,,Ireland
3663,PAS_BRD_ARR ,LV ,IT,,Italy
3664,PAS_BRD_ARR ,LV ,LT,,Lithuania
3665,PAS_BRD_ARR ,LV ,LU,,Luxembourg
3666,PAS_BRD_ARR ,LV ,MT,,Malta
3667,PAS_BRD_ARR ,LV ,NL,,Netherlands
3668,PAS_BRD_ARR ,LV ,PL,,Poland
3669,PAS_BRD_ARR ,LV ,PT,,Portugal
3670,PAS_BRD_ARR ,LV ,RO,,Romania
3671,PAS_BRD_ARR ,LV ,SE,,Sweden
3672,PAS_BRD_ARR ,LV ,SI,,Slovenia
3673,PAS_BRD_ARR ,LV ,SK,,Slovakia
3674,PAS_BRD_ARR ,MT ,AT,,Austria
3675,PAS_BRD_ARR ,MT ,BE,,Belgium
3676,PAS_BRD_ARR ,MT ,BG,,Bulgaria
3677,PAS_BRD_ARR ,MT ,CY,,Cyprus
3678,PAS_BRD_ARR ,MT ,CZ,,Czech Republic
3679,PAS_BRD_ARR ,MT ,DE,,Germany
3680,PAS_BRD_ARR ,MT ,DK,,Denmark
3681,PAS_BRD_ARR ,MT ,EE,,Estonia
3682,PAS_BRD_ARR ,MT ,ES,,Spain
3683,PAS_BRD_ARR ,MT ,FI,,Finland
3684,PAS_BRD_ARR ,MT ,FR,,France
3685,PAS_BRD_ARR ,MT ,HR,,Croatia
3686,PAS_BRD_ARR ,MT ,HU,,Hungary
3687,PAS_BRD_ARR ,MT ,IE,,Ireland
3688,PAS_BRD_ARR ,MT ,IT,,Italy
3689,PAS_BRD_ARR ,MT ,LT,,Lithuania
3690,PAS_BRD_ARR ,MT ,LU,,Luxembourg
3691,PAS_BRD_ARR ,MT ,LV,,Latvia
3692,PAS_BRD_ARR ,MT ,NL,,Netherlands
3693,PAS_BRD_ARR ,MT ,PL,,Poland
3694,PAS_BRD_ARR ,MT ,PT,,Portugal
3695,PAS_BRD_ARR ,MT ,RO,,Romania
3696,PAS_BRD_ARR ,MT ,SE,,Sweden
3697,PAS_BRD_ARR ,MT ,SI,,Slovenia
3698,PAS_BRD_ARR ,MT ,SK,,Slovakia
3699,PAS_BRD_ARR ,NL ,AT,,Austria
3700,PAS_BRD_ARR ,NL ,BE,,Belgium
3701,PAS_BRD_ARR ,NL ,BG,,Bulgaria
3702,PAS_BRD_ARR ,NL ,CY,,Cyprus
3703,PAS_BRD_ARR ,NL ,CZ,,Czech Republic
3704,PAS_BRD_ARR ,NL ,DE,,Germany
3705,PAS_BRD_ARR ,NL ,DK,,Denmark
3706,PAS_BRD_ARR ,NL ,EE,,Estonia
3707,PAS_BRD_ARR ,NL ,ES,,Spain
3708,PAS_BRD_ARR ,NL ,FI,,Finland
3709,PAS_BRD_ARR ,NL ,FR,,France
3710,PAS_BRD_ARR ,NL ,HR,,Croatia
3711,PAS_BRD_ARR ,NL ,HU,,Hungary
3712,PAS_BRD_ARR ,NL ,IE,,Ireland
3713,PAS_BRD_ARR ,NL ,IT,,Italy
3714,PAS_BRD_ARR ,NL ,LT,,Lithuania
3715,PAS_BRD_ARR ,NL ,LU,,Luxembourg
3716,PAS_BRD_ARR ,NL ,LV,,Latvia
3717,PAS_BRD_ARR ,NL ,MT,,Malta
3718,PAS_BRD_ARR ,NL ,PL,,Poland
3719,PAS_BRD_ARR ,NL ,PT,,Portugal
3720,PAS_BRD_ARR ,NL ,RO,,Romania
3721,PAS_BRD_ARR ,NL ,SE,,Sweden
3722,PAS_BRD_ARR ,NL ,SI,,Slovenia
3723,PAS_BRD_ARR ,NL ,SK,,Slovakia
3724,PAS_BRD_ARR ,PL ,AT,,Austria
3725,PAS_BRD_ARR ,PL ,BE,,Belgium
3726,PAS_BRD_ARR ,PL ,BG,,Bulgaria
3727,PAS_BRD_ARR ,PL ,CY,,Cyprus
3728,PAS_BRD_ARR ,PL ,CZ,,Czech Republic
3729,PAS_BRD_ARR ,PL ,DE,,Germany
3730,PAS_BRD_ARR ,PL ,DK,,Denmark
3731,PAS_BRD_ARR ,PL ,EE,,Estonia
3732,PAS_BRD_ARR ,PL ,ES,,Spain
3733,PAS_BRD_ARR ,PL ,FI,,Finland
3734,PAS_BRD_ARR ,PL ,FR,,France
3735,PAS_BRD_ARR ,PL ,HR,,Croatia
3736,PAS_BRD_ARR ,PL ,HU,,Hungary
3737,PAS_BRD_ARR ,PL ,IE,,Ireland
3738,PAS_BRD_ARR ,PL ,IT,,Italy
3739,PAS_BRD_ARR ,PL ,LT,,Lithuania
3740,PAS_BRD_ARR ,PL ,LU,,Luxembourg
3741,PAS_BRD_ARR ,PL ,LV,,Latvia
3742,PAS_BRD_ARR ,PL ,MT,,Malta
3743,PAS_BRD_ARR ,PL ,NL,,Netherlands
3744,PAS_BRD_ARR ,PL ,PT,,Portugal
3745,PAS_BRD_ARR ,PL ,RO,,Romania
3746,PAS_BRD_ARR ,PL ,SE,,Sweden
3747,PAS_BRD_ARR ,PL ,SI,,Slovenia
3748,PAS_BRD_ARR ,PL ,SK,,Slovakia
3749,PAS_BRD_ARR ,PT ,AT,,Austria
3750,PAS_BRD_ARR ,PT ,BE,,Belgium
3751,PAS_BRD_ARR ,PT ,BG,,Bulgaria
3752,PAS_BRD_ARR ,PT ,CY,,Cyprus
3753,PAS_BRD_ARR ,PT ,CZ,,Czech Republic
3754,PAS_BRD_ARR ,PT ,DE,,Germany
3755,PAS_BRD_ARR ,PT ,DK,,Denmark
3756,PAS_BRD_ARR ,PT ,EE,,Estonia
3757,PAS_BRD_ARR ,PT ,ES,,Spain
3758,PAS_BRD_ARR ,PT ,FI,,Finland
3759,PAS_BRD_ARR ,PT ,FR,,France
3760,PAS_BRD_ARR ,PT ,HR,,Croatia
3761,PAS_BRD_ARR ,PT ,HU,,Hungary
3762,PAS_BRD_ARR ,PT ,IE,,Ireland
3763,PAS_BRD_ARR ,PT ,IT,,Italy
3764,PAS_BRD_ARR ,PT ,LT,,Lithuania
3765,PAS_BRD_ARR ,PT ,LU,,Luxembourg
3766,PAS_BRD_ARR ,PT ,LV,,Latvia
3767,PAS_BRD_ARR ,PT ,MT,,Malta
3768,PAS_BRD_ARR ,PT ,NL,,Netherlands
3769,PAS_BRD_ARR ,PT ,PL,,Poland
3770,PAS_BRD_ARR ,PT ,RO,,Romania
3771,PAS_BRD_ARR ,PT ,SE,,Sweden
3772,PAS_BRD_ARR ,PT ,SI,,Slovenia
3773,PAS_BRD_ARR ,PT ,SK,,Slovakia
3774,PAS_BRD_ARR ,RO ,AT,,Austria
3775,PAS_BRD_ARR ,RO ,BE,,Belgium
3776,PAS_BRD_ARR ,RO ,BG,,Bulgaria
3777,PAS_BRD_ARR ,RO ,CY,,Cyprus
3778,PAS_BRD_ARR ,RO ,CZ,,Czech Republic
3779,PAS_BRD_ARR ,RO ,DE,,Germany
3780,PAS_BRD_ARR ,RO ,DK,,Denmark
3781,PAS_BRD_ARR ,RO ,EE,,Estonia
3782,PAS_BRD_ARR ,RO ,ES,,Spain
3783,PAS_BRD_ARR ,RO ,FI,,Finland
3784,PAS_BRD_ARR ,RO ,FR,,France
3785,PAS_BRD_ARR ,RO ,HR,,Croatia
3786,PAS_BRD_ARR ,RO ,HU,,Hungary
3787,PAS_BRD_ARR ,RO ,IE,,Ireland
3788,PAS_BRD_ARR ,RO ,IT,,Italy
3789,PAS_BRD_ARR ,RO ,LT,,Lithuania
3790,PAS_BRD_ARR ,RO ,LU,,Luxembourg
3791,PAS_BRD_ARR ,RO ,LV,,Latvia
3792,PAS_BRD_ARR ,RO ,MT,,Malta
3793,PAS_BRD_ARR ,RO ,NL,,Netherlands
3794,PAS_BRD_ARR ,RO ,PL,,Poland
3795,PAS_BRD_ARR ,RO ,PT,,Portugal
3796,PAS_BRD_ARR ,RO ,SE,,Sweden
3797,PAS_BRD_ARR ,RO ,SI,,Slovenia
3798,PAS_BRD_ARR ,RO ,SK,,Slovakia
3799,PAS_BRD_ARR ,SE ,AT,,Austria
3800,PAS_BRD_ARR ,SE ,BE,,Belgium
3801,PAS_BRD_ARR ,SE ,BG,,Bulgaria
3802,PAS_BRD_ARR ,SE ,CY,,Cyprus
3803,PAS_BRD_ARR ,SE ,CZ,,Czech Republic
3804,PAS_BRD_ARR ,SE ,DE,,Germany
3805,PAS_BRD_ARR ,SE ,DK,,Denmark
3806,PAS_BRD_ARR ,SE ,EE,,Estonia
3807,PAS_BRD_ARR ,SE ,ES,,Spain
3808,PAS_BRD_ARR ,SE ,FI,,Finland
3809,PAS_BRD_ARR ,SE ,FR,,France
3810,PAS_BRD_ARR ,SE ,HR,,Croatia
3811,PAS_BRD_ARR ,SE ,HU,,Hungary
3812,PAS_BRD_ARR ,SE ,IE,,Ireland
3813,PAS_BRD_ARR ,SE ,IT,,Italy
3814,PAS_BRD_ARR ,SE ,LT,,Lithuania
3815,PAS_BRD_ARR ,SE ,LU,,Luxembourg
3816,PAS_BRD_ARR ,SE ,LV,,Latvia
3817,PAS_BRD_ARR ,SE ,MT,,Malta
3818,PAS_BRD_ARR ,SE ,NL,,Netherlands
3819,PAS_BRD_ARR ,SE ,PL,,Poland
3820,PAS_BRD_ARR ,SE ,PT,,Portugal
3821,PAS_BRD_ARR ,SE ,RO,,Romania
3822,PAS_BRD_ARR ,SE ,SI,,Slovenia
3823,PAS_BRD_ARR ,SE ,SK,,Slovakia
3824,PAS_BRD_ARR ,SI ,AT,,Austria
3825,PAS_BRD_ARR ,SI ,BE,,Belgium
3826,PAS_BRD_ARR ,SI ,BG,,Bulgaria
3827,PAS_BRD_ARR ,SI ,CY,,Cyprus
3828,PAS_BRD_ARR ,SI ,CZ,,Czech Republic
3829,PAS_BRD_ARR ,SI ,DE,,Germany
3830,PAS_BRD_ARR ,SI ,DK,,Denmark
3831,PAS_BRD_ARR ,SI ,EE,,Estonia
3832,PAS_BRD_ARR ,SI ,ES,,Spain
3833,PAS_BRD_ARR ,SI ,FI,,Finland
3834,PAS_BRD_ARR ,SI ,FR,,France
3835,PAS_BRD_ARR ,SI ,HR,,Croatia
3836,PAS_BRD_ARR ,SI ,HU,,Hungary
3837,PAS_BRD_ARR ,SI ,IE,,Ireland
3838,PAS_BRD_ARR ,SI ,IT,,Italy
3839,PAS_BRD_ARR ,SI ,LT,,Lithuania
3840,PAS_BRD_ARR ,SI ,LU,,Luxembourg
3841,PAS_BRD_ARR ,SI ,LV,,Latvia
3842,PAS_BRD_ARR ,SI ,MT,,Malta
3843,PAS_BRD_ARR ,SI ,NL,,Netherlands
3844,PAS_BRD_ARR ,SI ,PL,,Poland
3845,PAS_BRD_ARR ,SI ,PT,,Portugal
3846,PAS_BRD_ARR ,SI ,RO,,Romania
3847,PAS_BRD_ARR ,SI ,SE,,Sweden
3848,PAS_BRD_ARR ,SI ,SK,,Slovakia
3849,PAS_BRD_ARR ,SK ,AT,,Austria
3850,PAS_BRD_ARR ,SK ,BE,,Belgium
3851,PAS_BRD_ARR ,SK ,BG,,Bulgaria
3852,PAS_BRD_ARR ,SK ,CY,,Cyprus
3853,PAS_BRD_ARR ,SK ,CZ,,Czech Republic
3854,PAS_BRD_ARR ,SK ,DE,,Germany
3855,PAS_BRD_ARR ,SK ,DK,,Denmark
3856,PAS_BRD_ARR ,SK ,EE,,Estonia
3857,PAS_BRD_ARR ,SK ,ES,,Spain
3858,PAS_BRD_ARR ,SK ,FI,,Finland
3859,PAS_BRD_ARR ,SK ,FR,,France
3860,PAS_BRD_ARR ,SK ,HR,,Croatia
3861,PAS_BRD_ARR ,SK ,HU,,Hungary
3862,PAS_BRD_ARR ,SK ,IE,,Ireland
3863,PAS_BRD_ARR ,SK ,IT,,Italy
3864,PAS_BRD_ARR ,SK ,LT,,Lithuania
3865,PAS_BRD_ARR ,SK ,LU,,Luxembourg
3866,PAS_BRD_ARR ,SK ,LV,,Latvia
3867,PAS_BRD_ARR ,SK ,MT,,Malta
3868,PAS_BRD_ARR ,SK ,NL,,Netherlands
3869,PAS_BRD_ARR ,SK ,PL,,Poland
3870,PAS_BRD_ARR ,SK ,PT,,Portugal
3871,PAS_BRD_ARR ,SK ,RO,,Romania
3872,PAS_BRD_ARR ,SK ,SE,,Sweden
3873,PAS_BRD_ARR ,SK ,SI,,Slovenia
3874,PAS_BRD_ARR ,UK ,AT,,Austria
3875,PAS_BRD_ARR ,UK ,BE,,Belgium
3876,PAS_BRD_ARR ,UK ,BG,,Bulgaria
3877,PAS_BRD_ARR ,UK ,CY,,Cyprus
3878,PAS_BRD_ARR ,UK ,CZ,,Czech Republic
3879,PAS_BRD_ARR ,UK ,DE,,Germany
3880,PAS_BRD_ARR ,UK ,DK,,Denmark
3881,PAS_BRD_ARR ,UK ,EE,,Estonia
3882,PAS_BRD_ARR ,UK ,ES,,Spain
3883,PAS_BRD_ARR ,UK ,FI,,Finland
3884,PAS_BRD_ARR ,UK ,FR,,France
3885,PAS_BRD_ARR ,UK ,HR,,Croatia
3886,PAS_BRD_ARR ,UK ,HU,,Hungary
3887,PAS_BRD_ARR ,UK ,IE,,Ireland
3888,PAS_BRD_ARR ,UK ,IT,,Italy
3889,PAS_BRD_ARR ,UK ,LT,,Lithuania
3890,PAS_BRD_ARR ,UK ,LU,,Luxembourg
3891,PAS_BRD_ARR ,UK ,LV,,Latvia
3892,PAS_BRD_ARR ,UK ,MT,,Malta
3893,PAS_BRD_ARR ,UK ,NL,,Netherlands
3894,PAS_BRD_ARR ,UK ,PL,,Poland
3895,PAS_BRD_ARR ,UK ,PT,,Portugal
3896,PAS_BRD_ARR ,UK ,RO,,Romania
3897,PAS_BRD_ARR ,UK ,SE,,Sweden
3898,PAS_BRD_ARR ,UK ,SI,,Slovenia
3899,PAS_BRD_ARR ,UK ,SK,,Slovakia
3900,PAS_BRD_DEP ,AT ,BE,,Belgium
3901,PAS_BRD_DEP ,AT ,BG,,Bulgaria
3902,PAS_BRD_DEP ,AT ,CY,,Cyprus
3903,PAS_BRD_DEP ,AT ,CZ,,Czech Republic
3904,PAS_BRD_DEP ,AT ,DE,,Germany
3905,PAS_BRD_DEP ,AT ,DK,,Denmark
3906,PAS_BRD_DEP ,AT ,EE,,Estonia
3907,PAS_BRD_DEP ,AT ,ES,,Spain
3908,PAS_BRD_DEP ,AT ,FI,,Finland
3909,PAS_BRD_DEP ,AT ,FR,,France
3910,PAS_BRD_DEP ,AT ,HR,,Croatia
3911,PAS_BRD_DEP ,AT ,HU,,Hungary
3912,PAS_BRD_DEP ,AT ,IE,,Ireland
3913,PAS_BRD_DEP ,AT ,IT,,Italy
3914,PAS_BRD_DEP ,AT ,LT,,Lithuania
3915,PAS_BRD_DEP ,AT ,LU,,Luxembourg
3916,PAS_BRD_DEP ,AT ,LV,,Latvia
3917,PAS_BRD_DEP ,AT ,MT,,Malta
3918,PAS_BRD_DEP ,AT ,NL,,Netherlands
3919,PAS_BRD_DEP ,AT ,PL,,Poland
3920,PAS_BRD_DEP ,AT ,PT,,Portugal
3921,PAS_BRD_DEP ,AT ,RO,,Romania
3922,PAS_BRD_DEP ,AT ,SE,,Sweden
3923,PAS_BRD_DEP ,AT ,SI,,Slovenia
3924,PAS_BRD_DEP ,AT ,SK,,Slovakia
3925,PAS_BRD_DEP ,BE ,AT,,Austria
3926,PAS_BRD_DEP ,BE ,BG,,Bulgaria
3927,PAS_BRD_DEP ,BE ,CY,,Cyprus
3928,PAS_BRD_DEP ,BE ,CZ,,Czech Republic
3929,PAS_BRD_DEP ,BE ,DE,,Germany
3930,PAS_BRD_DEP ,BE ,DK,,Denmark
3931,PAS_BRD_DEP ,BE ,EE,,Estonia
3932,PAS_BRD_DEP ,BE ,ES,,Spain
3933,PAS_BRD_DEP ,BE ,FI,,Finland
3934,PAS_BRD_DEP ,BE ,FR,,France
3935,PAS_BRD_DEP ,BE ,HR,,Croatia
3936,PAS_BRD_DEP ,BE ,HU,,Hungary
3937,PAS_BRD_DEP ,BE ,IE,,Ireland
